BEGIN_DAY,STATE,MONTH_NAME,EVENT_TYPE,DAMAGE_PROPERTY,MONT,BEGIN_LON
17,OKLAHOMA,August,Thunderstorm Wind,0.00K,35.3,-97.51
17,OKLAHOMA,August,Thunderstorm Wind,0.00K,35.22,-97.44
22,OKLAHOMA,August,Thunderstorm Wind,10.00K,34.24,-99.01
22,OKLAHOMA,August,Hail,0.00K,35.06,-98.26
22,OKLAHOMA,August,Thunderstorm Wind,2.00K,35.05,-98.24
22,OKLAHOMA,August,Hail,0.00K,35.14,-97.06
22,OKLAHOMA,August,Thunderstorm Wind,0.00K,35.14,-97.06
22,OKLAHOMA,August,Hail,0.00K,35.52,-97.58
22,OKLAHOMA,August,Hail,0.00K,35.53,-97.58
22,OKLAHOMA,August,Hail,0.00K,35.62,-97.06
29,KANSAS,August,Hail,,38.84,-99.73
29,KANSAS,August,Thunderstorm Wind,,38.87,-99.09
29,KANSAS,August,Thunderstorm Wind,,38.85,-99.27
29,KANSAS,August,Thunderstorm Wind,,38.85,-99.28
30,KANSAS,August,Hail,,37.81,-100.35
12,IOWA,August,Funnel Cloud,0.00K,42.51,-93.86
14,IOWA,August,Funnel Cloud,0.00K,42.24,-93.97
19,IOWA,August,Heavy Rain,0.00K,41.6,-93.7
20,ILLINOIS,August,Thunderstorm Wind,0.00K,40.12,-90.57
20,ILLINOIS,August,Thunderstorm Wind,0.00K,40.57,-90.03
20,ILLINOIS,August,Thunderstorm Wind,0.00K,40.42,-89.77
20,ILLINOIS,August,Thunderstorm Wind,0.00K,40.57,-89.63
20,ILLINOIS,August,Thunderstorm Wind,0.00K,40.62,-89.45
20,ILLINOIS,August,Thunderstorm Wind,0.00K,40.77,-89.47
23,TENNESSEE,August,Flash Flood,0.00K,36.3567,-82.8163
18,VIRGINIA,August,Thunderstorm Wind,0.00K,36.8998,-82.3
27,NEBRASKA,May,Hail,0.00K,40.54,-101.98
27,NEBRASKA,May,Hail,0.00K,40.55,-102.01
27,NEBRASKA,May,Hail,0.00K,41.16,-101.13
27,NEBRASKA,May,Hail,0.00K,40.79,-100.75
10,OKLAHOMA,August,Excessive Heat,0.00K,,
10,OKLAHOMA,August,Excessive Heat,0.00K,,
10,OKLAHOMA,August,Excessive Heat,0.00K,,
10,OKLAHOMA,August,Excessive Heat,0.00K,,
10,OKLAHOMA,August,Excessive Heat,0.00K,,
10,OKLAHOMA,August,Excessive Heat,0.00K,,
10,OKLAHOMA,August,Excessive Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
21,NORTH CAROLINA,August,Hail,,35.518,-81.974
21,NORTH CAROLINA,August,Hail,,35.911,-81.592
21,NORTH CAROLINA,August,Hail,,35.554,-81.503
21,NORTH CAROLINA,August,Thunderstorm Wind,0.00K,35.31,-82.56
21,NORTH CAROLINA,August,Thunderstorm Wind,0.00K,35.55,-81.86
6,KANSAS,August,Hail,20.00K,38,-97.51
6,KANSAS,August,Hail,,38,-97.51
6,KANSAS,August,Thunderstorm Wind,20.00K,38,-97.51
6,KANSAS,August,Hail,10.00K,38,-97.51
6,KANSAS,August,Thunderstorm Wind,,37.56,-97.6
6,KANSAS,August,Thunderstorm Wind,10.00K,37.56,-97.63
6,KANSAS,August,Thunderstorm Wind,5.00K,37.46,-97.67
6,NEW MEXICO,August,Flash Flood,20.00K,35.65,-106.4522
6,NEW MEXICO,August,Flash Flood,20.00K,35.33,-106.6935
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
15,NEBRASKA,August,Hail,,41.81,-103.5
15,NEBRASKA,August,Hail,,41.77,-103.52
15,NEBRASKA,August,Hail,,41.75,-103.52
15,NEBRASKA,August,Hail,,41.41,-102.97
20,INDIANA,August,Thunderstorm Wind,1.00K,38.1089,-86.934
20,INDIANA,August,Thunderstorm Wind,0.00K,38.03,-87.53
20,KENTUCKY,August,Thunderstorm Wind,2.00K,37.3,-87.13
23,WYOMING,August,Hail,,41.29,-104.79
23,NEBRASKA,August,Thunderstorm Wind,,41.23,-103.3
11,WYOMING,August,Hail,,41.21,-104.48
11,WYOMING,August,Tornado,,41.16,-104.48
11,WYOMING,August,Hail,,41.23,-104.45
11,WYOMING,August,Hail,,41.21,-104.48
11,WYOMING,August,Flash Flood,0.00K,41.1747,-104.5251
20,WEST VIRGINIA,August,Thunderstorm Wind,0.50K,39.3,-80.48
20,WEST VIRGINIA,August,Thunderstorm Wind,3.50K,39.16,-80.35
20,WEST VIRGINIA,August,Thunderstorm Wind,0.50K,39.42,-80.31
20,WEST VIRGINIA,August,Thunderstorm Wind,0.50K,39.2,-80.41
30,WEST VIRGINIA,August,Thunderstorm Wind,0.50K,38.77,-82.2
30,WEST VIRGINIA,August,Thunderstorm Wind,0.50K,38.85,-82.13
31,WEST VIRGINIA,August,Thunderstorm Wind,0.00K,37.83,-82.15
22,MONTANA,August,Thunderstorm Wind,0.00K,45.83,-108.45
22,MONTANA,August,Thunderstorm Wind,0.00K,45.96,-108.16
23,MONTANA,August,Flood,0.00K,48.41,-106.85
23,MONTANA,August,Heavy Rain,0.00K,47.43,-107.27
23,MONTANA,August,Heavy Rain,0.00K,48.05,-106.23
23,MONTANA,August,Heavy Rain,0.00K,48.13,-106.36
23,MONTANA,August,Heavy Rain,0.00K,48.3,-106.83
23,MONTANA,August,Heavy Rain,0.00K,48.34,-106.85
12,ILLINOIS,August,Heat,0.00K,,
12,ILLINOIS,August,Heat,0.00K,,
12,ILLINOIS,August,Heat,0.00K,,
12,ILLINOIS,August,Heat,0.00K,,
11,MONTANA,August,Hail,0.00K,45.81,-108.5
11,MONTANA,August,Hail,0.00K,45.79,-108.54
11,MONTANA,August,Thunderstorm Wind,0.00K,45.8,-108.63
11,MONTANA,August,Thunderstorm Wind,0.00K,46.03,-106.2
15,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,40.1125,-77.2226
15,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,40.11,-77.03
17,PENNSYLVANIA,August,Thunderstorm Wind,4.00K,41.941,-79.3184
17,PENNSYLVANIA,August,Thunderstorm Wind,1.00K,41.9013,-79.2416
17,PENNSYLVANIA,August,Thunderstorm Wind,2.00K,41.87,-79.15
17,PENNSYLVANIA,August,Thunderstorm Wind,2.00K,41.7933,-78.6843
6,OHIO,August,Thunderstorm Wind,0.00K,41.07,-82.19
6,OHIO,August,Thunderstorm Wind,0.00K,41.24,-81.27
6,OHIO,August,Thunderstorm Wind,1.00K,41.14,-81.27
6,OHIO,August,Thunderstorm Wind,0.00K,40.41,-82.27
6,OHIO,August,Thunderstorm Wind,0.00K,41.23,-82.54
6,OHIO,August,Thunderstorm Wind,0.00K,40.52,-81.77
18,OHIO,August,Thunderstorm Wind,0.00K,41.8138,-80.9449
18,OHIO,August,Thunderstorm Wind,15.00K,40.8874,-81.6072
18,PENNSYLVANIA,August,Hail,0.00K,41.85,-80.13
18,PENNSYLVANIA,August,Thunderstorm Wind,20.00K,41.5,-80.33
18,PENNSYLVANIA,August,Thunderstorm Wind,100.00K,41.63,-80.16
18,PENNSYLVANIA,August,Thunderstorm Wind,5.00K,41.6415,-80.1571
18,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,41.5307,-80.1849
28,SOUTH DAKOTA,November,Winter Storm,,,
17,INDIANA,August,Thunderstorm Wind,0.00K,41.1872,-87.1121
16,NEW YORK,August,Thunderstorm Wind,,42.69,-73.72
16,NEW YORK,August,Thunderstorm Wind,,42.66,-73.77
16,NEW YORK,August,Thunderstorm Wind,,42.66,-73.79
16,NEW YORK,August,Thunderstorm Wind,,42.66,-73.79
15,VIRGINIA,August,Thunderstorm Wind,,38.4,-78.18
15,VIRGINIA,August,Thunderstorm Wind,,38.38,-78.1
15,VIRGINIA,August,Thunderstorm Wind,,38.97,-77.7
15,VIRGINIA,August,Thunderstorm Wind,,38.98,-77.66
21,NEW YORK,August,Flash Flood,0.00K,42.6718,-73.6738
21,NEW YORK,August,Flood,0.00K,42.96,-73.8
21,NEW YORK,August,Flood,0.00K,42.77,-73.71
21,NEW YORK,August,Flood,0.00K,42.7405,-73.6983
21,NEW YORK,August,Flood,0.00K,42.5913,-73.7054
26,MISSOURI,August,Thunderstorm Wind,0.00K,37.12,-92.1
26,MISSOURI,August,Thunderstorm Wind,0.00K,37.62,-94.01
26,MISSOURI,August,Thunderstorm Wind,0.00K,37.5,-94.15
26,MISSOURI,August,Thunderstorm Wind,0.00K,37.83,-92.2
26,MISSOURI,August,Thunderstorm Wind,0.00K,37.42,-93.8
8,MASSACHUSETTS,August,Thunderstorm Wind,0.50K,42.0236,-71.1202
8,MASSACHUSETTS,August,Thunderstorm Wind,0.30K,42.1062,-71.0226
8,MASSACHUSETTS,August,Thunderstorm Wind,0.30K,41.65,-70.48
8,MASSACHUSETTS,August,Thunderstorm Wind,0.30K,41.99,-70.05
8,ATLANTIC NORTH,August,Marine Thunderstorm Wind,0.00K,41.4955,-71.3426
18,IOWA,August,Heavy Rain,0.00K,40.99,-93.48
18,IOWA,August,Heavy Rain,0.00K,41.68,-93.79
27,MICHIGAN,August,Thunderstorm Wind,1.50K,46.57,-87.41
27,MICHIGAN,August,Thunderstorm Wind,2.00K,46.29,-87.32
27,MICHIGAN,August,Thunderstorm Wind,0.50K,46.502,-87.6083
27,MICHIGAN,August,Thunderstorm Wind,0.50K,46.5049,-87.1655
27,MICHIGAN,August,Thunderstorm Wind,2.00K,46.59,-87.72
27,MICHIGAN,August,Thunderstorm Wind,0.50K,46.28,-87.44
27,MICHIGAN,August,Hail,0.00K,46.49,-87.12
20,IOWA,August,Thunderstorm Wind,30.00K,41.2,-93.5
5,MINNESOTA,August,Hail,0.00K,43.89,-93.03
5,MINNESOTA,August,Hail,0.00K,43.98,-91.96
5,MINNESOTA,August,Hail,0.00K,44.12,-92.25
5,MINNESOTA,August,Hail,0.00K,43.84,-91.75
5,MINNESOTA,August,Thunderstorm Wind,3.00K,43.75,-92.53
1,VIRGINIA,August,Hail,,37.2479,-80.0272
1,VIRGINIA,August,Thunderstorm Wind,1.00K,36.9397,-80.5473
1,VIRGINIA,August,Thunderstorm Wind,2.50K,37.44,-80.22
1,VIRGINIA,August,Hail,0.00K,36.64,-79.31
1,COLORADO,August,Flash Flood,15.00K,39.18,-103.73
1,COLORADO,August,Flash Flood,25.00K,39.18,-103.72
18,PENNSYLVANIA,August,Thunderstorm Wind,5.00K,41.9772,-77.1225
18,PENNSYLVANIA,August,Thunderstorm Wind,5.00K,40.6409,-77.583
27,NEBRASKA,May,Heavy Rain,0.00K,41.13,-100.79
31,PENNSYLVANIA,October,Thunderstorm Wind,0.00K,40.3365,-76.6781
31,PENNSYLVANIA,October,Thunderstorm Wind,1.00K,39.74,-76.94
31,PENNSYLVANIA,October,Thunderstorm Wind,0.00K,39.9,-76.16
26,KENTUCKY,October,Thunderstorm Wind,0.00K,36.7,-86.98
26,KENTUCKY,October,Thunderstorm Wind,0.00K,37.58,-86.82
4,NORTH DAKOTA,August,Hail,0.00K,48.29,-101.77
5,NORTH DAKOTA,August,Hail,0.00K,47.81,-99.89
5,NORTH DAKOTA,August,Hail,5.00K,47.66,-101.08
5,NORTH DAKOTA,August,Thunderstorm Wind,0.00K,47.52,-100.89
5,NORTH DAKOTA,August,Hail,0.00K,47.52,-100.89
5,NORTH DAKOTA,August,Thunderstorm Wind,0.00K,47.63,-101.05
27,LAKE HURON,August,Marine Thunderstorm Wind,0.00K,45.8447,-84.6366
27,LAKE SUPERIOR,August,Marine Thunderstorm Wind,0.00K,46.5011,-84.3726
27,MICHIGAN,August,Thunderstorm Wind,6.00K,46.4864,-84.6778
11,ARKANSAS,August,Heat,0.00K,,
11,ARKANSAS,August,Heat,0.00K,,
11,ARKANSAS,August,Heat,0.00K,,
11,ARKANSAS,August,Heat,0.00K,,
11,ARKANSAS,August,Heat,0.00K,,
12,ARKANSAS,August,Excessive Heat,0.00K,,
12,ARKANSAS,August,Excessive Heat,0.00K,,
21,MISSOURI,May,Thunderstorm Wind,5.00K,36.6168,-92.0265
21,MISSOURI,May,Thunderstorm Wind,10.00K,36.6299,-91.9624
7,WISCONSIN,August,Hail,0.00K,44.26,-88.4
7,WISCONSIN,August,Thunderstorm Wind,0.00K,45.53,-88.68
7,WISCONSIN,August,Thunderstorm Wind,0.00K,45.06,-88.03
7,WISCONSIN,August,Thunderstorm Wind,0.00K,44.84,-87.57
15,SOUTH DAKOTA,August,Thunderstorm Wind,0.00K,44.9,-97.58
15,SOUTH DAKOTA,August,Thunderstorm Wind,0.00K,45.8,-97.45
15,SOUTH DAKOTA,August,Thunderstorm Wind,0.00K,44.88,-97.59
29,NEBRASKA,August,Hail,,40.69,-101.16
29,NEBRASKA,August,Hail,,40.72,-101.16
29,NEBRASKA,August,Hail,,40.66,-101.16
29,NEBRASKA,August,Hail,,40.54,-101.02
29,NEBRASKA,August,Hail,,40.38,-101.1
29,NEBRASKA,August,Thunderstorm Wind,0.00K,40.66,-101.16
29,NEBRASKA,August,Thunderstorm Wind,0.00K,40.55,-101.02
29,NEBRASKA,August,Tornado,,40.56,-101.16
7,ARKANSAS,August,Heat,0.00K,,
7,ARKANSAS,August,Heat,0.00K,,
7,OKLAHOMA,August,Heat,0.00K,,
7,ARKANSAS,August,Heat,0.00K,,
20,KENTUCKY,August,Thunderstorm Wind,,38.1398,-85.0734
20,KENTUCKY,August,Thunderstorm Wind,,36.9647,-86.4238
20,KENTUCKY,August,Thunderstorm Wind,,37.2294,-85.6836
20,KENTUCKY,August,Thunderstorm Wind,,37.6241,-85.8895
6,SOUTH DAKOTA,August,Hail,,44.07,-99.58
6,SOUTH DAKOTA,August,Hail,,43.5,-99.44
21,MISSOURI,October,Thunderstorm Wind,20.00K,37.11,-93.39
21,MISSOURI,October,Thunderstorm Wind,5.00K,37.09,-93.39
21,MISSOURI,October,Thunderstorm Wind,0.00K,37.12,-93.33
20,MISSOURI,May,Flash Flood,0.00K,37.7134,-93.2935
20,MISSOURI,May,Flash Flood,0.00K,37.226,-93.2723
8,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,40.36,-80.11
8,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,40.36,-80.11
17,PENNSYLVANIA,August,Thunderstorm Wind,3.00K,41.32,-80.41
17,PENNSYLVANIA,August,Thunderstorm Wind,3.00K,41.31,-80.4
17,PENNSYLVANIA,August,Thunderstorm Wind,3.00K,41.32,-80.36
20,OHIO,August,Thunderstorm Wind,10.00K,40.32,-81.32
20,OHIO,August,Thunderstorm Wind,10.00K,40.31,-81.19
20,OHIO,August,Thunderstorm Wind,3.00K,40.34,-81.14
7,VIRGINIA,August,Thunderstorm Wind,2.50K,36.61,-79.53
7,VIRGINIA,August,Hail,,37.18,-78.76
9,VIRGINIA,August,Hail,0.00K,37.27,-79.8
9,VIRGINIA,August,Thunderstorm Wind,15.00K,37.2219,-79.6815
1,OKLAHOMA,August,Heat,0.00K,,
9,VIRGINIA,August,Thunderstorm Wind,25.00K,36.96,-79.36
9,VIRGINIA,August,Thunderstorm Wind,35.00K,37.1971,-80.8443
9,VIRGINIA,August,Thunderstorm Wind,50.00K,37.1203,-80.7926
9,VIRGINIA,August,Tornado,200.00K,37.102,-80.78
10,VIRGINIA,August,Thunderstorm Wind,5.00K,36.8774,-79.7307
13,VIRGINIA,August,Thunderstorm Wind,0.50K,36.75,-79.8
13,VIRGINIA,August,Thunderstorm Wind,1.00K,36.86,-81.28
13,VIRGINIA,August,Thunderstorm Wind,0.50K,36.83,-80.96
13,VIRGINIA,August,Thunderstorm Wind,0.50K,36.86,-80.93
13,VIRGINIA,August,Thunderstorm Wind,0.00K,36.79,-80.87
13,VIRGINIA,August,Thunderstorm Wind,0.50K,36.77,-80.05
19,NORTH DAKOTA,August,Hail,,48.31,-99.36
19,NORTH DAKOTA,August,Hail,,48.14,-98.87
20,NORTH DAKOTA,August,Thunderstorm Wind,,47.9,-98.35
20,NORTH DAKOTA,August,Hail,,47.64,-97.46
20,MINNESOTA,August,Hail,,47.18,-96.8
7,NORTH CAROLINA,August,Thunderstorm Wind,1.00K,35.7,-78.78
7,NORTH CAROLINA,August,Thunderstorm Wind,0.00K,35.68,-78.53
8,NORTH CAROLINA,August,Thunderstorm Wind,2.00K,35.76,-78.49
13,NORTH CAROLINA,August,Thunderstorm Wind,1.00K,36.45,-78.2
13,NORTH CAROLINA,August,Thunderstorm Wind,0.00K,36.08,-80.39
7,PENNSYLVANIA,August,Lightning,0.00K,40.21,-74.96
7,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,40.43,-76.21
7,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,40.4369,-76.1712
7,PENNSYLVANIA,August,Flash Flood,0.00K,39.9442,-75.3294
7,PENNSYLVANIA,August,Flash Flood,0.00K,39.9938,-75.2978
14,PENNSYLVANIA,August,Flash Flood,0.00K,40.0345,-75.5797
14,PENNSYLVANIA,August,Flash Flood,0.00K,40.0557,-75.3442
14,PENNSYLVANIA,August,Flash Flood,0.00K,40.0476,-75.4358
14,PENNSYLVANIA,August,Flash Flood,0.00K,39.9372,-75.3798
14,PENNSYLVANIA,August,Flash Flood,0.00K,40.0772,-75.3154
14,PENNSYLVANIA,August,Flash Flood,0.00K,39.9804,-75.337
18,PENNSYLVANIA,August,Hail,0.00K,40.32,-76.01
18,PENNSYLVANIA,August,Hail,0.00K,40.32,-76
18,PENNSYLVANIA,August,Hail,0.00K,40.68,-75.54
18,PENNSYLVANIA,August,Hail,0.00K,40.66,-75.49
18,PENNSYLVANIA,August,Hail,0.00K,40.69,-75.59
22,NEW JERSEY,August,Thunderstorm Wind,0.00K,40.69,-74.84
22,NEW JERSEY,August,Thunderstorm Wind,0.00K,40.75,-74.68
22,NEW JERSEY,August,Thunderstorm Wind,0.00K,40.7648,-74.5545
22,NEW JERSEY,August,Thunderstorm Wind,0.00K,40.7369,-74.5897
22,NEW JERSEY,August,Thunderstorm Wind,0.00K,40.7057,-74.4275
11,LOUISIANA,August,Excessive Heat,0.00K,,
11,LOUISIANA,August,Excessive Heat,0.00K,,
11,LOUISIANA,August,Excessive Heat,0.00K,,
26,TEXAS,August,Heat,0.00K,,
26,TEXAS,August,Heat,0.00K,,
26,TEXAS,August,Heat,0.00K,,
18,INDIANA,August,Thunderstorm Wind,,39.62,-86.36
18,INDIANA,August,Thunderstorm Wind,5.00K,39.83,-85.84
8,INDIANA,August,Thunderstorm Wind,0.20K,39.5,-85.79
22,INDIANA,August,Thunderstorm Wind,2.00K,38.68,-87.43
3,SOUTH DAKOTA,August,Flood,0.00K,45.28,-97.13
3,SOUTH DAKOTA,August,Flood,0.00K,45.0092,-97.1676
17,SOUTH DAKOTA,August,Hail,0.00K,45.53,-98.19
29,COLORADO,July,Thunderstorm Wind,,40.09,-102.24
29,COLORADO,July,Hail,,40.075,-102.2889
29,COLORADO,July,Hail,,40.0754,-102.268
29,COLORADO,July,Hail,,39.3,-102.6
29,COLORADO,July,Thunderstorm Wind,,39.3,-102.59
29,COLORADO,July,Thunderstorm Wind,,39.3,-102.52
29,COLORADO,July,Hail,,39.2946,-102.5362
1,NEW YORK,July,Flood,50.00K,43.3709,-76.7468
11,COLORADO,August,Hail,0.00K,40.03,-102.29
1,NEW YORK,July,Flood,1000.00K,43.4642,-76.6475
1,NEW YORK,July,Flood,1000.00K,43.6658,-76.2815
1,NEW YORK,August,Flood,25.00K,43.3093,-79.0779
23,OKLAHOMA,August,Flood,0.00K,35.71,-96.72
26,OKLAHOMA,August,Thunderstorm Wind,5.00K,35.53,-97.58
26,OKLAHOMA,August,Thunderstorm Wind,0.00K,35.53,-97.64
26,OKLAHOMA,August,Thunderstorm Wind,2.00K,35.52,-97.61
26,OKLAHOMA,August,Thunderstorm Wind,1.00K,35.48,-97.52
26,OKLAHOMA,August,Thunderstorm Wind,0.00K,35.6,-97.71
26,OKLAHOMA,August,Thunderstorm Wind,0.00K,35.47,-97.51
26,OKLAHOMA,August,Flash Flood,0.00K,35.51,-97.46
26,OKLAHOMA,August,Thunderstorm Wind,0.00K,35.26,-97.39
20,IOWA,August,Thunderstorm Wind,0.00K,41.5,-94.64
20,IOWA,August,Hail,0.00K,41.65,-93.82
19,IOWA,August,Heavy Rain,0.00K,42.09,-92.41
20,ILLINOIS,August,Thunderstorm Wind,0.00K,40.63,-89.33
20,ILLINOIS,August,Thunderstorm Wind,0.00K,40.15,-89.37
20,ILLINOIS,August,Thunderstorm Wind,0.00K,40.3098,-88.9666
20,ILLINOIS,August,Thunderstorm Wind,0.00K,39.7546,-89.6536
20,ILLINOIS,August,Thunderstorm Wind,0.00K,39.7601,-89.6132
20,ILLINOIS,August,Thunderstorm Wind,0.00K,40.15,-88.95
27,NEBRASKA,May,Thunderstorm Wind,0.00K,40.54,-101.71
1,KANSAS,May,Heavy Rain,0.00K,37.51,-94.84
1,MISSOURI,May,Heavy Rain,0.00K,38.19,-94.03
1,MISSOURI,May,Heavy Rain,0.00K,37.3,-92.86
10,OKLAHOMA,August,Excessive Heat,0.00K,,
10,OKLAHOMA,August,Excessive Heat,0.00K,,
10,OKLAHOMA,August,Excessive Heat,0.00K,,
10,OKLAHOMA,August,Excessive Heat,0.00K,,
10,OKLAHOMA,August,Excessive Heat,0.00K,,
10,OKLAHOMA,August,Excessive Heat,0.00K,,
10,OKLAHOMA,August,Excessive Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
7,TEXAS,August,Heat,0.00K,,
21,NORTH CAROLINA,August,Thunderstorm Wind,0.00K,35.54,-81.4
21,NORTH CAROLINA,August,Thunderstorm Wind,0.00K,35.795,-81.432
21,NORTH CAROLINA,August,Thunderstorm Wind,0.00K,35.754,-81.529
21,NORTH CAROLINA,August,Thunderstorm Wind,50.00K,35.829,-81.211
21,NORTH CAROLINA,August,Thunderstorm Wind,0.00K,35.807,-81.172
6,KANSAS,August,Thunderstorm Wind,,37.6728,-95.4451
6,KANSAS,August,Thunderstorm Wind,10.00K,37.68,-95.41
11,KANSAS,August,Flash Flood,0.00K,37.6749,-95.4683
11,KANSAS,August,Flood,0.00K,37.8132,-95.4626
11,KANSAS,August,Flood,0.00K,37.9316,-95.4149
12,KANSAS,August,Hail,0.00K,38.01,-95.46
12,KANSAS,August,Hail,0.00K,38.02,-95.39
12,KANSAS,August,Thunderstorm Wind,0.00K,37.98,-95.38
13,KANSAS,August,Thunderstorm Wind,0.00K,38.64,-98.96
6,NEW MEXICO,August,Flash Flood,25.00K,35.7544,-106.7702
6,NEW MEXICO,August,Flash Flood,100.00K,35.3811,-106.1176
8,NEW MEXICO,August,Hail,0.00K,36.78,-103.99
13,LOUISIANA,August,Heat,0.00K,,
13,LOUISIANA,August,Heat,0.00K,,
13,LOUISIANA,August,Heat,0.00K,,
15,NEBRASKA,August,Hail,,41.24,-102.83
16,NEBRASKA,August,Hail,,41.96,-103.92
16,NEBRASKA,August,Hail,,42.1,-102.87
16,NEBRASKA,August,Thunderstorm Wind,,42.05,-102.8
20,KENTUCKY,August,Thunderstorm Wind,3.00K,37.05,-89.05
20,MISSOURI,August,Thunderstorm Wind,5.00K,37.6187,-89.87
20,MISSOURI,August,Thunderstorm Wind,0.00K,37.3409,-89.4785
20,MISSOURI,August,Thunderstorm Wind,2.00K,37.4193,-89.6113
11,WYOMING,August,Flash Flood,0.00K,41.1908,-104.4888
7,WYOMING,August,Hail,,41.97,-105.07
7,WYOMING,August,Hail,,42,-104.98
7,WYOMING,August,Hail,,41.84,-104.93
7,WYOMING,August,Flash Flood,0.00K,41.847,-104.8969
7,WYOMING,August,Flash Flood,0.00K,41.76,-104.8
22,TEXAS,August,Heat,0.00K,,
22,TEXAS,August,Heat,0.00K,,
22,TEXAS,August,Heat,0.00K,,
16,AMERICAN SAMOA,August,Flash Flood,0.00K,-14.2713,-170.9054
17,OHIO,May,Hail,0.00K,39.24,-83.79
17,OHIO,May,Thunderstorm Wind,1.00K,38.89,-83.03
20,INDIANA,August,Thunderstorm Wind,2.00K,40.27,-87.38
20,INDIANA,August,Thunderstorm Wind,15.00K,40.22,-87.25
8,KANSAS,June,Hail,0.00K,39.3413,-101.3722
8,KANSAS,June,Hail,0.00K,39.22,-101.38
12,ILLINOIS,August,Heat,0.00K,,
12,ILLINOIS,August,Heat,0.00K,,
12,ILLINOIS,August,Heat,0.00K,,
12,ILLINOIS,August,Heat,0.00K,,
11,MONTANA,August,Hail,0.00K,45.94,-108.35
13,OHIO,June,Tornado,3.00K,41.5638,-81.09
8,KANSAS,June,Flash Flood,0.00K,39.3525,-101.3542
8,KANSAS,June,Hail,,39.37,-101.38
11,MONTANA,August,Hail,0.00K,45.78,-108.58
11,MONTANA,August,Thunderstorm Wind,0.00K,45.81,-108.55
16,VERMONT,October,Strong Wind,1.00K,,
3,KANSAS,June,Tornado,,39.4119,-101.7064
8,COLORADO,June,Tornado,,39.5599,-102.3249
11,MONTANA,August,Thunderstorm Wind,0.00K,46.27,-106.31
17,PENNSYLVANIA,August,Thunderstorm Wind,1.00K,41.783,-78.1574
17,PENNSYLVANIA,August,Thunderstorm Wind,3.00K,41.9281,-77.6282
17,PENNSYLVANIA,August,Thunderstorm Wind,2.00K,41.1601,-78.7206
17,PENNSYLVANIA,August,Thunderstorm Wind,5.00K,41.16,-78.71
17,PENNSYLVANIA,August,Thunderstorm Wind,5.00K,41.17,-78.72
17,PENNSYLVANIA,August,Thunderstorm Wind,3.00K,41.0318,-78.4507
6,OHIO,August,Thunderstorm Wind,5.00K,40.55,-81.92
7,OHIO,August,Thunderstorm Wind,0.00K,40.84,-81.52
6,OHIO,August,Thunderstorm Wind,2.00K,41.1557,-83.4175
6,OHIO,August,Thunderstorm Wind,1.00K,41.4627,-81.7248
15,OHIO,August,Hail,0.00K,41.53,-83.21
15,OHIO,August,Thunderstorm Wind,0.00K,41.53,-83.21
18,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,41.8042,-80.0615
18,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,41.65,-80.15
18,PENNSYLVANIA,August,Thunderstorm Wind,0.00K,41.65,-80.15
17,OHIO,August,Hail,0.00K,41.32,-81.45
17,OHIO,August,Hail,0.00K,41.46,-80.58
17,OHIO,August,Hail,0.00K,41.45,-80.62
17,OHIO,August,Thunderstorm Wind,0.00K,41.31,-81.37
28,SOUTH DAKOTA,November,Winter Weather,,,
16,NEW YORK,August,Thunderstorm Wind,,42.6722,-73.6903
8,NEW YORK,August,Hail,0.00K,42.9,-73.69
8,NEW YORK,August,Hail,,42.61,-73.38
8,NEW YORK,August,Hail,,41.66,-73.86
8,NEW YORK,August,Thunderstorm Wind,,42.9,-73.59
8,NEW YORK,August,Thunderstorm Wind,,42.98,-75.01
15,VIRGINIA,August,Thunderstorm Wind,,38.96,-77.62
15,VIRGINIA,August,Thunderstorm Wind,,38.89,-77.45
15,VIRGINIA,August,Thunderstorm Wind,,38.81,-77.41
15,VIRGINIA,August,Thunderstorm Wind,,38.73,-78.67
21,NEW YORK,August,Flood,0.00K,42.7506,-73.5742
21,NEW YORK,August,Flood,0.00K,42.7314,-73.656
21,NEW YORK,August,Hail,,42.94,-73.8
21,NEW YORK,August,Hail,,42.73,-73.76
