text,lat,lon
MIAMI,25.7836,-80.189
BAY HARBOR IS,25.8871,-80.153
GOLDEN BEACH,25.975,-80.1188
BISCAYNE GARDENS,25.9728,-80.2039
MIAMI SHRS,25.8862,-80.2075
SILVA,37.17,-90.52
GREENVILLE,37.1504,-90.4593
LODI,37.2289,-90.4864
SILVA,37.2232,-90.5231
WAYNE CITY,38.35,-88.58
MAYBERRY,38.3018,-88.5318
MAYBERRY,38.3099,-88.5185
WAYNE CITY,38.3578,-88.5606
CAIRO,37,-89.18
CAIRO,36.9974,-89.1549
URBANDALE,37.0305,-89.1749
URBANDALE,37.0255,-89.1828
CARMI,38.08,-88.17
CARMI MUNI ARPT,38.0888,-88.136
HERALD,38.0039,-88.1588
BROWNSVILLE,38.0107,-88.211
PARADISE,37.27,-86.98
PARADISE,37.2646,-86.9891
MARTWICK,37.3351,-87.0254
MARTWICK,37.3398,-87.0005
MARTWICK,37.3116,-86.9811
SHAWNEETOWN,37.7,-88.13
SHAWNEETOWN,37.6954,-88.1261
SHAWNEETOWN,37.6685,-88.1496
SHAWNEETOWN,37.6735,-88.1593
NEWBURGH,37.95,-87.42
NEWBURGH,37.9414,-87.4202
NEWBURGH,37.9268,-87.3731
DAYVILLE,37.9355,-87.3676
MT VERNON,37.93,-87.9
HOVEY,37.8203,-87.9361
HOVEY,37.8229,-87.9652
HOVEY,37.8958,-87.9481
PARADISE,37.27,-86.98
PARADISE,37.2624,-86.986
MARTWICK,37.3182,-87.0046
MARTWICK,37.3226,-86.9872
UNIONTOWN,37.77,-87.93
UNIONTOWN,37.7793,-87.9364
UNIONTOWN,37.7671,-87.9704
UNIONTOWN,37.7636,-87.9567
PARADISE,37.27,-86.98
PARADISE,37.2649,-86.987
MARTWICK,37.3107,-86.9969
MARTWICK,37.3103,-86.9819
HOPKINSVILLE ARPT,36.85,-87.45
HOPKINSVILLE ARPT,36.8581,-87.4537
HONEY GROVE,36.8588,-87.3339
HONEY GROVE,36.8352,-87.3404
MURRAY,36.5899,-88.2903
MURRAY,36.6132,-88.2823
PENNY,36.6544,-88.3393
PENNY,36.65,-88.35
MURRAY,36.5895,-88.3372
SHARON GROVE,36.95,-87.09
CEDAR GROVE,36.9321,-87.135
CLAYMOUR,36.8657,-87.147
PEA RIDGE,36.8843,-87.066
PEMBROKE,36.7615,-87.3385
PEMBROKE,36.761,-87.3288
PEMBROKE,36.7681,-87.3256
GAINSVILLE,36.8788,-87.4953
VERMILION,41.4019,-82.5512
WILLOWICK,41.5424,-81.6396
SPRINGBORO,41.798,-80.3734
SPRINGBORO,41.802,-80.3672
CONNEAUT LAKE,41.6,-80.3
ESPYVILLE,41.61,-80.49
RUNDELL,41.76,-80.27
EDINBORO,41.87,-80.12
DRAKES MILLS,41.85,-80.12
EDINBORO,41.87,-80.12
WATERFORD,41.95,-79.99
PHILLIPSVILLE,42.06,-79.8
COLTS STATION,42.12,-79.78
PHILLIPSVILLE,42.06,-79.8
CONNEAUTVILLE,41.76,-80.37
PANT,41.86,-80.27
LINESVILLE,41.66,-80.42
JACKSON,42.02,-80.05
KEARSARGE,42.04,-80.07
RIPLEY,42.2696,-79.7625
WILLOWICK,41.7035,-81.3942
SATELLITE BEACH,28.24,-80.61
CHRISTIAN CENTER,36.866,-93.1262
CASSVILLE,36.6531,-93.8785
CASSVILLE,36.6799,-93.8712
SHELL KNOB,36.6414,-93.5987
SHELL KNOB,36.6479,-93.5935
DENT,37.5468,-91.9741
SHERRILL,37.6,-91.896
CAVE SPG,37.328,-93.4614
WILLARD,37.3279,-93.429
SACVILLE,37.356,-93.3902
EBENEZER,37.3612,-93.3597
AVA,36.9327,-92.5663
BRUSHYKNOB,36.9608,-92.5238
PROTEM,36.5416,-92.7845
PROTEM,36.564,-92.771
OCIE,36.564,-92.771
LONGRUN,36.6119,-92.7422
EAST PURDY,36.8532,-93.8549
PLEASANT RIDGE,36.8995,-93.7845
MERRITT,36.8947,-92.9069
MERRITT,36.8954,-92.8737
KELTNER,36.8947,-92.9073
KELTNER,36.8947,-92.9069
SMALLETT,36.8195,-92.6849
AVA,36.9194,-92.593
DYKES,37.3236,-92.1228
BUCYRUS,37.3579,-92.0296
BRANSON MEM ARPT,36.6596,-93.2579
BRANSON,36.6608,-93.2395
ROUND GROVE,37.2863,-93.9114
ROUND GROVE,37.2874,-93.9051
ROUND GROVE,37.2874,-93.9051
ROUND GROVE,37.2882,-93.9006
OZARK AIRPARK ARPT,37.0688,-93.1978
LINDEN,37.091,-93.1765
MENTOR,37.091,-93.1765
SPRINGFIELD BAR H AR,37.193,-93.0952
MILLER,37.21,-93.85
PLEASANT RIDGE,36.9,-93.79
GOODHOPE,36.91,-92.8
CASSVILLE,36.68,-93.87
GRAYDON SPGS,37.44,-93.55
BOLIVAR,37.61,-93.41
WILLARD,37.2957,-93.4526
WILLARD,37.306,-93.4056
WOOD HILL,37.74,-93.01
PLAD,37.7416,-92.9985
PONCE DE LEON,36.9,-93.42
PONCE DE LEON,36.9022,-93.4069
DOGWOOD,37.04,-92.83
DOGWOOD,37.04,-92.83
DYKES,37.31,-92.1
FOWLER,37.2599,-92.3016
LICKING,37.47,-91.81
CRADDOCK,37.67,-91.86
STERLING,37.0304,-92.0218
STERLING,37.03,-92.01
WILLOW SPGS MEM ARPT,37.0517,-91.9286
WILLOW SPGS MEM ARPT,37.0544,-91.9132
FREEMANS STORE,37.63,-91.87
CRADDOCK,37.6303,-91.8609
LONG LANE,37.6106,-92.8876
LONG LANE,37.611,-92.8822
BOYER,37.2798,-92.5601
HARTVILLE,37.2779,-92.5513
SWEDEN,36.92,-92.5
SWEDEN,36.9182,-92.4996
SWEDEN,36.918,-92.4957
SWEDEN,36.9198,-92.4951
BEULAH,37.6,-91.896
BEULAH,37.6037,-91.8903
BARTLETT,37.0802,-95.2059
BARTLETT,37.0817,-95.2021
IOLA,38.0019,-95.5038
HUMBOLDT,37.7688,-95.4948
SAVONBURG,37.7645,-95.15
MILDRED,38.0055,-95.17
INDEPENDENCE,37.23,-95.72
INDEPENDENCE,37.23,-95.72
ZENAS,39.1322,-85.4821
ZENAS,39.1328,-85.4816
LOVETT,38.9213,-85.609
LOVETT,38.926,-85.6075
MILLHOUSEN,39.21,-85.44
MILLHOUSEN,39.24,-85.43
SLABTOWN,39.28,-85.4
HENDERSON,39.7,-85.5
DEVON PARK,40.2064,-85.4191
DEVON PARK,40.2064,-85.4237
DEVON PARK,40.2062,-85.4241
DEVON PARK,40.206,-85.4195
(LAF)PURDUE UNIV LAF,40.42,-86.94
EASTWICH,40.43,-86.82
(LAF)PURDUE UNIV LAF,40.4124,-86.9474
GURABO,18.2946,-65.9769
LAS PIEDRAS,18.2195,-65.8351
LAS PIEDRAS,18.2168,-65.8342
LAS PIEDRAS,18.2189,-65.8286
LAS PIEDRAS,18.2212,-65.8317
NAGUABO,18.215,-65.7433
NAGUABO,18.2101,-65.7446
NAGUABO,18.2054,-65.7315
NAGUABO,18.2144,-65.728
NAGUABO,18.216,-65.7354
NAGUABO,18.2124,-65.7782
NAGUABO,18.2163,-65.7751
NAGUABO,18.2227,-65.7829
NAGUABO,18.2176,-65.7859
NAGUABO,18.2133,-65.7435
NAGUABO,18.2096,-65.7453
NAGUABO,18.209,-65.7429
NAGUABO,18.2135,-65.742
NAGUABO,18.2221,-65.7992
NAGUABO,18.2209,-65.7965
NAGUABO,18.2197,-65.7967
NAGUABO,18.2215,-65.7995
NAGUABO,18.235,-65.7609
NAGUABO,18.2288,-65.7617
NAGUABO,18.2326,-65.7839
NAGUABO,18.243,-65.7789
AUGUSTA,35.2946,-91.4191
AUGUSTA,35.2987,-91.351
NEW AUGUSTA,35.274,-91.355
RUFFWOOD,35.271,-91.4247
CLARENDON,34.6961,-91.3307
CLARENDON,34.6998,-91.3035
CLARENDON,34.6739,-91.3048
CLARENDON,34.6711,-91.332
CAMDEN,33.5972,-92.8348
WARNER,33.6083,-92.8048
CULLENDALE,33.5668,-92.7776
COLLENDALE,33.5599,-92.8167
ARKADELPHIA,34.1309,-93.0594
ARKADELPHIA,34.1298,-93.0288
TUPELO,34.0937,-93.0145
ARKADELPHIA MUNI ARP,34.0924,-93.0498
BENTON SALINE CO ARP,34.5649,-92.6236
BENTON SALINE CO ARP,34.5664,-92.6035
BENTON SALINE CO ARP,34.5444,-92.6032
BENTON SALINE CO ARP,34.542,-92.6277
HOUSTON,35.0144,-92.7286
HOUSTON,35.0157,-92.7204
OAK GROVE,34.9962,-92.7167
OAK GROVE,34.9968,-92.7263
CORINTH,35.0599,-93.4053
DANVILLE,35.0677,-93.383
DANVILLE,35.0602,-93.3797
DANVILLE,35.0521,-93.4001
BLACK ROCK,36.1099,-91.0995
BLACK ROCK,36.1071,-91.0701
PORTIA,36.0818,-91.0918
POWHATAN,36.0934,-91.1199
RIVERSIDE,35.2785,-91.246
RIVERSIDE,35.279,-91.2308
PATTERSON,35.26,-91.2301
RIVERSIDE ARPT,43.7515,-71.6849
RIVERSIDE ARPT,43.7596,-71.6884
RIVERSIDE ARPT,43.765,-71.6863
STRATFORD,44.6528,-71.5617
STRATFORD,44.6499,-71.5579
STRATFORD,44.6495,-71.5666
STRATFORD,44.6541,-71.5679
DALTON,44.42,-71.68
DALTON,44.4308,-71.6931
DALTON,44.4166,-71.7208
DALTON,44.4044,-71.7146
WOODSVILLE,44.15,-72.05
WOODSVILLE,44.1478,-72.0392
WOODSVILLE,44.1561,-72.0358
WOODSVILLE,44.1586,-72.0441
GORHAM,44.3953,-71.135
GORHAM LIBBY FLD ARP,44.3998,-71.1965
GORHAM,44.3881,-71.1858
GORHAM,44.3883,-71.1388
MAPLEWOOD,44.2875,-71.6588
BETHLEHEM JCT,44.2896,-71.6383
WING ROAD,44.3143,-71.6657
WING ROAD,44.3099,-71.6821
MAPLEWOOD,44.2961,-71.6734
CONWAY,43.98,-71.12
CONWAY,43.9842,-71.1135
CONWAY,43.9924,-71.1119
CONWAY,43.9898,-71.1202
RUMFORD,44.55,-70.53
(RUM)RUMFORD,44.5595,-70.5423
(RUM)RUMFORD,44.5474,-70.5511
(RUM)RUMFORD,44.5426,-70.5393
AUBURN,44.1,-70.23
LEWISTON LOWER,44.0801,-70.2247
LEWISTON,44.0878,-70.2122
AUBURN,44.1091,-70.2158
FAIR GROUNDS,44.1167,-70.2219
SKOWHEGAN,44.77,-69.72
SKOWHEGAN,44.7635,-69.6997
NORRIDGEWOCK,44.7395,-69.7535
NORRIDGEWOCK,44.7468,-69.7652
NORTH SIDNEY,44.47,-69.68
NORTH SIDNEY,44.4877,-69.6967
NORTH SIDNEY,44.4662,-69.7049
VASSALBORO,44.4423,-69.6892
AUGUSTA,44.3243,-69.7743
HALLOWELL,44.3003,-69.7859
HALLOWELL,44.2967,-69.7717
AUGUSTA,44.3271,-69.7652
ROXBURY,44.67,-70.58
ROXBURY,44.6843,-70.596
ROXBURY,44.672,-70.6138
ROXBURY,44.6569,-70.5833
GORHAM,44.3886,-71.1321
GORHAM,44.399,-71.1292
GORHAM LIBBY FLD ARP,44.4053,-71.1907
GORHAM,44.3887,-71.1763
CONWAY,43.98,-71.12
CONWAY,43.9842,-71.1135
CONWAY,43.9926,-71.1116
QUINN,43.994,-71.1204
NORTH CHICHESTER,43.25,-71.38
NORTH CHICHESTER,43.2491,-71.3664
KELLEYS CORNER,43.2666,-71.3609
KELLEYS CORNER,43.2664,-71.3693
SKOWHEGAN,44.77,-69.72
SKOWHEGAN,44.7619,-69.6999
SKOWHEGAN,44.7576,-69.7296
SKOWHEGAN,44.7624,-69.7418
(AUG)AUGUSTA STATE A,44.32,-69.8
AUGUSTA,44.3425,-69.765
AUGUSTA,44.3373,-69.7552
HALLOWELL,44.2985,-69.7709
HALLOWELL,44.2928,-69.7917
WESTBROOK,43.68,-70.35
CUMBERLAND MILLS,43.6895,-70.3446
CUMBERLAND MILLS,43.6806,-70.3636
CUMBERLAND MILLS,43.6834,-70.3715
CUMBERLAND MILLS,43.6767,-70.3637
CURRITUCK,36.59,-76.02
PUEBLO WEST,38.314,-104.7734
MORLAN PARK,35.63,-80.43
OAKHURST,35.19,-80.79
(MFE)MILLER INTL ARP,26.17,-98.23
SAN JUAN,26.177,-98.1867
SANTA ROSA,26.24,-97.81
SAN BENITO,26.1334,-97.6379
COMBES,26.2187,-97.7365
(HRL)RIO GRANDE ARPT,26.2265,-97.6583
ARROYO CITY,26.825,-97.4917
ARROYO CITY,26.2617,-97.285
PORT ISABEL,26.1874,-97.2645
ARROYO CITY,26.2617,-97.285
SOUTH PADRE ISLAND,26.0667,-97.15
S BAFFIN BAY,26.968,-96.693
S BAFFIN BAY,26.968,-96.693
HARLINGEN,26.18,-97.7161
EAST DUBUQUE,42.4944,-90.6417
EAST DUBUQUE,42.4872,-90.6559
EAST DUBUQUE,42.5071,-90.6417
EAST DUBUQUE,42.5052,-90.6395
YORKTOWN,42.3256,-90.3923
YORKTOWN,42.3271,-90.4191
CAMBRIAN PARK,37.2944,-121.9386
SPENCE,36.5972,-121.5469
STEPSTONE,38.0915,-83.838
HILDA,38.2107,-83.4686
HILDA,38.21,-83.47
SMILE,38.2492,-83.4928
SMILE,38.2497,-83.4926
BLUESTONE,38.1508,-83.5089
FARMERS,38.1533,-83.5573
FARMERS,38.1391,-83.5515
BLUESTONE,38.1504,-83.5078
COIN,37.1792,-84.5
COIN,37.1786,-84.4999
COIN,37.1787,-84.4991
COIN,37.1791,-84.499
WAGERSVILLE,37.63,-83.97
WAGERSVILLE,37.6286,-83.9685
WAGERSVILLE,37.6288,-83.9677
WAGERSVILLE,37.6302,-83.9681
ELKATAWA,37.53,-83.42
ELKATAWA,37.5301,-83.418
ELKATAWA,37.532,-83.4189
ELKATAWA,37.5316,-83.42
BUCKHORN,37.3403,-83.4772
BUCKHORN,37.34,-83.4797
BUCKHORN,37.3419,-83.4792
BUCKHORN,37.3421,-83.4779
PRESTONSBURG,37.6665,-82.7862
PRESTONSBURG,37.6628,-82.7858
PRESTONSBURG,37.6627,-82.7833
PRESTONSBURG,37.6664,-82.7834
MALAGA,36.7082,-119.7285
MALAGA,36.708,-119.7267
MALAGA,36.7071,-119.7268
MALAGA,36.7069,-119.7281
GARLOCK,35.3943,-117.803
HOPKINSVILLE,36.8659,-87.5094
HOPKINSVILLE,36.8563,-87.5036
MAYFIELD,36.73,-88.63
MAYFIELD,36.7137,-88.6664
MAYFIELD,36.7524,-88.6515
MAYFIELD,36.7527,-88.6175
HAZLETON,38.48,-87.53
HAZLETON,38.4967,-87.5312
GIRO,38.5059,-87.4786
GIRO,38.4938,-87.479
PETERSBURG,38.5,-87.28
PETERSBURG,38.5108,-87.2894
ALGIERS,38.5476,-87.1967
IVY,38.5384,-87.1747
GOLDEN VALLEY,35.1569,-114.2364
GOLDEN VALLEY,35.1571,-114.1823
GOLDEN VALLEY,35.1555,-114.1821
GOLDEN VALLEY,35.1555,-114.2365
WIKIEUP,34.7417,-113.6014
WIKIEUP,34.7429,-113.6095
WIKIEUP,34.7343,-113.6097
WIKIEUP,34.7335,-113.6019
WILLOW CREEK ARPT,41,-123.64
WILLOW CREEK,40.91,-123.73
PALO VERDE,33.38,-112.67
OAK HARBOR,41.52,-83.0727
AUSTINTOWN,41.1,-80.75
PALM BEACH GARDENS,26.79,-80.07
NORTH PALM BEACH,26.84,-80.05
JUPITER INLET COLONY,26.94,-80.08
JUPITER,26.94,-80.15
TEQUESTA,26.9,-80.15
PERDIDO PASS,30.064,-87.551
HINTON,32.0877,-88.4489
PUSHMATAHA,32.1848,-88.3246
YANTLEY,32.25,-88.38
OKALOOSA PIER,30.39,-86.59
MONTEZUMA CASTLE,34.61,-111.84
RIMROCK,34.6705,-111.7504
RIMROCK,34.6347,-111.7001
CAMP VERDE,34.5726,-111.8447
CAMP VERDE,34.5739,-111.8563
MIDDLE VERDE,34.6063,-111.8595
GISELA,34.1,-111.28
GISELA,34.1449,-111.2589
GISELA,34.149,-111.1629
GISELA,34.1152,-111.1511
JAKES CORNER,34.0226,-111.2785
JAKES CORNER,34.0231,-111.2915
OZONE,35.64,-93.44
SOLGOHACHIA,35.24,-92.68
HASKELL,34.51,-92.65
LANDMARK,34.6,-92.33
SITKA,36.27,-91.3
TWIN GROVES,35.32,-92.37
RIVERSIDE,35.2758,-91.2442
RIVERSIDE,35.2765,-91.2316
PATTERSON,35.2625,-91.2334
CAVELL,35.2625,-91.245
AUGUSTA,35.2962,-91.4182
AUGUSTA,35.3029,-91.3611
NEW AUGUSTA,35.2662,-91.3533
RUFFWOOD,35.2608,-91.4144
CLARENDON,34.7043,-91.3635
JEFFRIES,34.7132,-91.3007
CLARENDON,34.6552,-91.2931
ROE,34.6538,-91.3424
WASILLA,61.7772,-149.9324
WASILLA,61.7582,-149.9282
WASILLA,61.7726,-149.8771
WASILLA,61.791,-149.8875
NORFOLK,41.98,-73.2
MADRID,31.03,-85.39
MADRID,31.0309,-85.3879
COOL SPRINGS,31.24,-85.83
COOL SPRINGS,31.25,-85.81
GENEVA,31.03,-85.87
MADRID,31.04,-85.39
MACEDONIA,30.51,-85.04
SCOTTS FERRY,30.3,-85.13
NEWTON,31.32,-84.34
COLQUITT,31.19,-84.7
CHULA,31.51,-83.5
WELLINGFORD,43.26,-94.83
HUNTINGTON,43.5,-94.91
HUNTINGTON,43.5,-94.85
WELLINGFORD,43.26,-94.71
ROBERTS,42.42,-94.21
BADGER,42.65,-94.24
BADGER,42.65,-94.16
LEHIGH,42.32,-93.93
DAYTON,42.3,-94.05
EMMETSBURG ARPT,43.09,-94.75
GRAETTINGER,43.26,-94.83
GRAETTINGER,43.26,-94.71
WEST BEND,42.94,-94.44
WEST BEND,42.79,-94.44
DAKOTA CITY,42.65,-94.16
DAKOTA CITY,42.65,-94.24
HUMBOLDT MUNI ARPT,42.72,-94.28
HUMBOLDT MUNI ARPT,42.74,-94.23
DAKOTA CITY,42.72,-94.2
DAKOTA CITY,42.65,-94.16
DAKOTA CITY,42.65,-94.24
HUMBOLDT MUNI ARPT,42.72,-94.28
HUMBOLDT MUNI ARPT,42.74,-94.23
DAKOTA CITY,42.72,-94.2
EMMETSBURG ARPT,43.09,-94.75
GRAETTINGER,43.26,-94.83
GRAETTINGER,43.26,-94.71
WEST BEND,42.94,-94.44
WEST BEND,42.79,-94.44
EMMETSBURG ARPT,43.09,-94.75
GRAETTINGER,43.26,-94.83
GRAETTINGER,43.26,-94.71
WEST BEND,42.94,-94.44
WEST BEND,42.79,-94.44
KONA VILLAGE RESORT,19.8474,-155.9035
HAWAIIAN BEACHES,19.5406,-154.9451
HILO,20.09,-155.28
HAWI,20.2093,-155.8412
HAWAIIAN PARADISE PK,19.5553,-154.9755
OOKALA,19.9998,-155.2863
KALAPANA,19.4111,-155.0007
OOKALA,20.0115,-155.3067
KALAPANA,19.4126,-155.0183
OOKALA,19.9747,-155.2827
KALAPANA,19.4247,-155.0343
WHITMORE VILLAGE,21.514,-158.0352
WAIALAE IKI,21.3321,-157.7536
MILILANI TOWN,21.4348,-158.0618
PUUNUI,21.3351,-157.8426
PUNALUU,21.6091,-157.9275
WAIMANALO BEACH,21.3363,-157.7055
KONA VILLAGE RESORT,19.7375,-155.9998
HONAUNAU NATIONAL PK,19.4223,-155.8462
KILAUEA,22.1944,-159.3547
WAILUA,22.0375,-159.3506
UPOLU AIRPORT,20.2543,-155.8554
KAWAIHAE,20.0102,-155.7936
HALAWA VALLEY,21.1469,-156.7534
MAUNALOA,21.1478,-157.238
MOKULEIA,21.5548,-158.2101
WAIMANALO,21.3358,-157.7349
HAWI,20.2363,-155.8427
SADDLE ROAD JUNCTION,19.9083,-155.7246
WAIALUA,21.5737,-158.1362
PEARL CITY,21.383,-157.9768
MANELE HARBOR,20.7432,-156.8881
KOELE,20.8536,-156.9485
KAHALUU,21.4639,-157.8482
HAWAII KAI,21.2829,-157.6893
KEAWAKAPU,20.7219,-156.4406
PULEHU,20.7642,-156.3163
HAWI,20.2139,-155.8438
PAHALA,19.2246,-155.4565
STILSON,32.33,-81.55
LIMEHOUSE,32.17,-81.11
CLAXTON EVANS CO ARP,32.24,-81.85
EDISTO BUOY (41004),32.5,-79.1
ALTAMAHA SOUND,31.41,-81.31
TYBEE ISLAND,31.99,-80.85
THE CHARLESTON BATTERY,32.77,-79.91
THE CHARLESTON BATTERY,32.7759,-79.9247
THE CHARLESTON BATTERY,32.7752,-79.9245
DOBOY,31.42,-81.29
BAYVIEW,31.71,-81.75
AIMAR,31.74,-81.65
AIMAR,31.75,-81.63
GUM BRANCH,31.83,-81.7
GUM BRANCH,31.81,-81.65
CAMP STEWART,31.86,-81.73
DENMARK,32.3,-81.73
BROOKLET DAVIS ARPT,32.38,-81.7
JONES,31.64,-81.49
COX,31.44,-81.52
BURROUGHS,32.02,-81.21
WILLIAMS,32.08,-81.27
BLOOMINGDALE,32.13,-81.3
SOUTH NEWPORT,31.63,-81.4
WILLIAMS,32.08,-81.28
FERNWOOD,32.06,-81.19
WILLIAM HILL,32.06,-81.3
FERNWOOD,32.07,-81.2
FERNWOOD,32.08,-81.21
FERNWOOD,32.09,-81.22
POOLER,32.12,-81.25
MELDRIM,32.14,-81.4
FAULKVILLE,32.17,-81.35
SHAWNEE,32.48,-81.41
ZEIGLER,32.72,-81.68
BONA BELLA,32.1,-81.17
(SAV)SAVANNAH INTL A,32.13,-81.2
MERIDIAN,31.46,-81.4
BONA BELLA,32.1,-81.17
PINE CREEK,44.1341,-91.5568
PINE CREEK,44.1322,-91.5526
PINE CREEK,44.1291,-91.5517
PINE CREEK,44.1245,-91.548
PINE CREEK,44.1239,-91.549
PINE CREEK,44.129,-91.553
PINE CREEK,44.1335,-91.5579
NEILLSVILLE,44.5612,-90.6146
NEILLSVILLE,44.5578,-90.6135
NEILLSVILLE,44.5558,-90.6099
NEILLSVILLE,44.5548,-90.6111
NEILLSVILLE,44.5572,-90.615
NEILLSVILLE,44.5607,-90.616
NEILLSVILLE,44.5625,-90.6192
NEILLSVILLE,44.5627,-90.6172
HATFIELD,44.3891,-90.7574
HATFIELD,44.3898,-90.7604
HATFIELD,44.3869,-90.7646
HATFIELD,44.3782,-90.7639
HATFIELD,44.3786,-90.761
HATFIELD,44.3852,-90.7616
VAUDREUIL,44.3063,-90.8339
VAUDREUIL,44.2967,-90.8465
PLEASANT VIEW,44.2888,-90.8484
VAUDREUIL,44.2895,-90.8559
VAUDREUIL,44.2874,-90.8557
PLEASANT VIEW,44.287,-90.8448
VAUDREUIL,44.2959,-90.8429
PLEASANT VIEW,44.3043,-90.8307
BUTMAN CORNERS,44.0591,-91.2846
BUTMAN CORNERS,44.063,-91.277
BUTMAN CORNERS,44.0642,-91.2803
BUTMAN CORNERS,44.0616,-91.2847
BUTMAN CORNERS,44.0662,-91.3067
BUTMAN CORNERS,44.0634,-91.3112
BUTMAN CORNERS,44.0636,-91.3066
NECEDAH,44.0265,-90.0727
NECEDAH,44.0255,-90.0716
NECEDAH,44.0252,-90.0694
SOUTH NECEDAH,44.0235,-90.0671
SOUTH NECEDAH,44.0236,-90.066
NECEDAH,44.0257,-90.0691
NECEDAH,44.0262,-90.0712
NECEDAH,44.0275,-90.0707
EASTON,43.8638,-89.9582
EASTON,43.8593,-89.9568
EASTON,43.8581,-89.9543
EASTON,43.8548,-89.9487
EASTON,43.8543,-89.9445
EASTON,43.8593,-89.9525
EASTON,43.8641,-89.9527
EASTON,43.8654,-89.9542
MUSCODA,43.2006,-90.4091
MUSCODA,43.2031,-90.4649
MUSCODA,43.2096,-90.509
BLUE RIVER,43.1924,-90.5105
MUSCODA,43.1971,-90.4431
MUSCODA,43.1964,-90.4077
LAKE CITY,44.4542,-92.2744
LAKE CITY,44.4513,-92.266
LAKE CITY,44.422,-92.2388
MAPLE SPGS,44.4104,-92.1668
MAPLE SPGS,44.4248,-92.1471
MAPLE SPGS,44.4365,-92.2141
LAKE CITY,44.4456,-92.2361
LAKE CITY,44.4537,-92.2425
READS LNDG,44.4055,-92.084
WABASHA,44.3901,-92.0486
WABASHA,44.3784,-92.0199
WABASHA,44.3804,-92.0174
WABASHA,44.3948,-92.0476
READS LNDG,44.4033,-92.0601
WINONA,44.059,-91.6553
WINONA,44.0558,-91.6402
WINONA,44.0491,-91.6144
WINONA,44.0451,-91.6078
WINONA,44.0454,-91.6053
WINONA,44.0505,-91.6135
WINONA,44.055,-91.6274
WINONA,44.0631,-91.6396
LA CROSSE,43.808,-91.2575
LA CROSSE,43.7977,-91.2592
LA CROSSE,43.7927,-91.2592
LA CROSSE,43.7761,-91.2396
LA CROSSE,43.7748,-91.2439
LA CROSSE,43.7919,-91.2615
LA CROSSE,43.8104,-91.2673
LANSING,43.3477,-91.1897
LANSING,43.3489,-91.2022
LANSING,43.3502,-91.2046
LANSING,43.3677,-91.2151
LANSING,43.3697,-91.2207
LANSING,43.3604,-91.2139
LANSING,43.3481,-91.2063
CAVELL,35.2607,-91.2483
DANVILLE,35.0601,-93.403
DANVILLE,35.0671,-93.3826
DANVILLE,35.0581,-93.3795
DANVILLE,35.0521,-93.3997
POCAHONTAS,36.269,-90.9755
POCAHONTAS,36.2702,-90.9428
POCAHONTAS MUNI ARPT,36.2398,-90.9612
POCAHONTAS,36.2409,-90.9874
WATKINS,35.1396,-91.4582
GEORGETOWN,35.1397,-91.438
GEORGETOWN,35.1115,-91.4273
GEORGETOWN,35.1052,-91.4536
DES ARC,34.9874,-91.5009
DES ARC,34.9912,-91.4823
HARRYS,34.9562,-91.4669
HARRYS,34.9529,-91.4933
ELECTRA,34.03,-98.92
ELECTRA,34.03,-98.92
ELECTRA,34.03,-98.92
DEAN,33.997,-98.409
CHARLIE,34.119,-98.313
DEAN,34,-98.42
DEAN,34.02,-98.41
DULUTH CANAL PARK STATION DULM5,46.78,-92.09
SKY HARBOR AIRPORT,46.72,-92.04
HEADLEY,41.51,-75.27
HEADLEY,41.512,-75.276
HEADLEY,41.5149,-75.2725
HEADLEY,41.5149,-75.2684
LAMAR ARPT,38.07,-102.68
CAMILLA,31.23,-84.21
QUALITY,31.07,-84.11
ALFORDS,31.4498,-83.9266
BAINBRIDGE,30.9,-84.57
ISABELLA,31.55,-83.85
CLYATTVILLE,30.7,-83.34
VALDOSTA,30.85,-83.28
THOMASVILLE,30.83,-83.98
LAKELAND,31.04,-83.07
TEMPY,31.45,-83.82
IRWINVILLE ARPT,31.69,-83.41
WESTWOOD,31.77,-83.35
QUEENSLAND,31.83,-83.37
QUEENSLAND,31.82,-83.28
BOWENS MILL,31.84,-83.26
FIVE POINTS,31.28,-85.65
NEWTON,31.34,-85.57
LUCY,31.02,-85.04
BRUCE,30.47,-85.96
PONCE DE LEON,30.72,-85.94
BONIFAY,30.79,-85.68
STEELE CITY,30.7,-85.36
COTTONDALE,30.82,-85.4
APALACHEE REGIONAL PARK,30.37,-84.15
WOODVILLE,30.28,-84.24
LAKE ELLA,30.45,-84.28
APALACHICOLA,29.72,-84.99
TALLAHASSEE MALL,30.48,-84.3
BRISTOL,30.44,-84.94
WOODVILLE,30.28,-84.24
LUTTERLOH,30.33,-84.25
CHAIRES,30.44,-84.11
INNOVATION PARK,30.43,-84.32
SOPCHOPPY,30.06,-84.47
TALLAHASSEE MALL,30.47,-84.3
TALLAHASSEE MALL,30.48,-84.3
(TLH)TALLAHASSEE RGNL ARPT,30.39,-84.35
LAKE ELLA,30.45,-84.28
KILLEARN LAKES,30.59,-84.25
KILLEARN LAKES,30.6,-84.23
FOREST MEADOWS PARK,30.55,-84.26
FALLSCHASE,30.47,-84.18
MACON COMMUNITY PARK,30.49,-84.27
GREENVILLE,30.44,-83.63
FSU DOAK CAMPBELL STADIUM,30.429,-84.2966
LEVY PARK,30.45,-84.3
KILLEARN ESTATES,30.52,-84.2
